dt,is_weekend,is_public_holiday,holiday_name,is_salary_disbursement,is_ramadan,days_to_salary,days_from_salary,week_of_year,month,quarter,year
2021-04-19,false,false,,false,true,6,25,16,4,2,2021
2021-04-20,false,false,,true,true,5,26,16,4,2,2021
2021-04-21,false,false,,true,true,4,27,16,4,2,2021
2021-04-22,false,false,,true,true,3,28,16,4,2,2021
2021-04-23,true,false,,true,true,2,29,16,4,2,2021
2021-04-24,true,false,,true,true,1,30,16,4,2,2021
2021-04-25,false,false,,true,true,0,0,16,4,2,2021
2021-04-26,false,false,,true,true,29,1,17,4,2,2021
2021-04-27,false,false,,true,true,28,2,17,4,2,2021
2021-04-28,false,false,,false,true,27,3,17,4,2,2021
2021-04-29,false,false,,false,true,26,4,17,4,2,2021
2021-04-30,true,false,,false,true,25,5,17,4,2,2021
2021-05-01,true,false,,false,true,24,6,17,5,2,2021
2021-05-02,false,false,,false,true,23,7,17,5,2,2021
2021-05-03,false,false,,false,true,22,8,18,5,2,2021
2021-05-04,false,false,,false,true,21,9,18,5,2,2021
2021-05-05,false,false,,false,true,20,10,18,5,2,2021
2021-05-06,false,false,,false,true,19,11,18,5,2,2021
2021-05-07,true,false,,false,true,18,12,18,5,2,2021
2021-05-08,true,false,,false,true,17,13,18,5,2,2021
2021-05-09,false,false,,false,true,16,14,18,5,2,2021
2021-05-10,false,false,,false,true,15,15,19,5,2,2021
2021-05-11,false,false,,false,true,14,16,19,5,2,2021
2021-05-12,false,false,,false,true,13,17,19,5,2,2021
2021-05-13,false,true,Eid al-Fitr,false,false,12,18,19,5,2,2021
2021-05-14,true,true,Eid al-Fitr,false,false,11,19,19,5,2,2021
2021-05-15,true,true,Eid al-Fitr,false,false,10,20,19,5,2,2021
2021-05-16,false,false,,false,false,9,21,19,5,2,2021
2021-05-17,false,false,,false,false,8,22,20,5,2,2021
2021-05-18,false,false,,false,false,7,23,20,5,2,2021
2021-05-19,false,false,,false,false,6,24,20,5,2,2021
2021-05-20,false,false,,true,false,5,25,20,5,2,2021
2021-05-21,true,false,,true,false,4,26,20,5,2,2021
2021-05-22,true,false,,true,false,3,27,20,5,2,2021
2021-05-23,false,false,,true,false,2,28,20,5,2,2021
2021-05-24,false,false,,true,false,1,29,21,5,2,2021
2021-05-25,false,false,,true,false,0,0,21,5,2,2021
2021-05-26,false,false,,true,false,30,1,21,5,2,2021
2021-05-27,false,false,,true,false,29,2,21,5,2,2021
2021-05-28,true,false,,false,false,28,3,21,5,2,2021
2021-05-29,true,false,,false,false,27,4,21,5,2,2021
2021-05-30,false,false,,false,false,26,5,21,5,2,2021
2021-05-31,false,false,,false,false,25,6,22,5,2,2021
2021-06-01,false,false,,false,false,24,7,22,6,2,2021
2021-06-02,false,false,,false,false,23,8,22,6,2,2021
2021-06-03,false,false,,false,false,22,9,22,6,2,2021
2021-06-04,true,false,,false,false,21,10,22,6,2,2021
2021-06-05,true,false,,false,false,20,11,22,6,2,2021
2021-06-06,false,false,,false,false,19,12,22,6,2,2021
2021-06-07,false,false,,false,false,18,13,23,6,2,2021
2021-06-08,false,false,,false,false,17,14,23,6,2,2021
2021-06-09,false,false,,false,false,16,15,23,6,2,2021
2021-06-10,false,false,,false,false,15,16,23,6,2,2021
2021-06-11,true,false,,false,false,14,17,23,6,2,2021
2021-06-12,true,false,,false,false,13,18,23,6,2,2021
2021-06-13,false,false,,false,false,12,19,23,6,2,2021
2021-06-14,false,false,,false,false,11,20,24,6,2,2021
2021-06-15,false,false,,false,false,10,21,24,6,2,2021
2021-06-16,false,false,,false,false,9,22,24,6,2,2021
2021-06-17,false,false,,false,false,8,23,24,6,2,2021
2021-06-18,true,false,,false,false,7,24,24,6,2,2021
2021-06-19,true,false,,false,false,6,25,24,6,2,2021
2021-06-20,false,false,,true,false,5,26,24,6,2,2021
2021-06-21,false,false,,true,false,4,27,25,6,2,2021
2021-06-22,false,false,,true,false,3,28,25,6,2,2021
2021-06-23,false,false,,true,false,2,29,25,6,2,2021
2021-06-24,false,false,,true,false,1,30,25,6,2,2021
2021-06-25,true,false,,true,false,0,0,25,6,2,2021
2021-06-26,true,false,,true,false,29,1,25,6,2,2021
2021-06-27,false,false,,true,false,28,2,25,6,2,2021
2021-06-28,false,false,,false,false,27,3,26,6,2,2021
2021-06-29,false,false,,false,false,26,4,26,6,2,2021
2021-06-30,false,false,,false,false,25,5,26,6,2,2021
2021-07-01,false,false,,false,false,24,6,26,7,3,2021
2021-07-02,true,false,,false,false,23,7,26,7,3,2021
2021-07-03,true,false,,false,false,22,8,26,7,3,2021
2021-07-04,false,false,,false,false,21,9,26,7,3,2021
2021-07-05,false,false,,false,false,20,10,27,7,3,2021
2021-07-06,false,false,,false,false,19,11,27,7,3,2021
2021-07-07,false,false,,false,false,18,12,27,7,3,2021
2021-07-08,false,false,,false,false,17,13,27,7,3,2021
2021-07-09,true,false,,false,false,16,14,27,7,3,2021
2021-07-10,true,false,,false,false,15,15,27,7,3,2021
2021-07-11,false,false,,false,false,14,16,27,7,3,2021
2021-07-12,false,false,,false,false,13,17,28,7,3,2021
2021-07-13,false,false,,false,false,12,18,28,7,3,2021
2021-07-14,false,false,,false,false,11,19,28,7,3,2021
2021-07-15,false,false,,false,false,10,20,28,7,3,2021
2021-07-16,true,false,,false,false,9,21,28,7,3,2021
2021-07-17,true,false,,false,false,8,22,28,7,3,2021
2021-07-18,false,false,,false,false,7,23,28,7,3,2021
2021-07-19,false,false,,false,false,6,24,29,7,3,2021
2021-07-20,false,false,,true,false,5,25,29,7,3,2021
2021-07-21,false,false,,true,false,4,26,29,7,3,2021
2021-07-22,false,true,Eid al-Adha,true,false,3,27,29,7,3,2021
2021-07-23,true,true,Eid al-Adha,true,false,2,28,29,7,3,2021
2021-07-24,true,true,Eid al-Adha,true,false,1,29,29,7,3,2021
2021-07-25,false,true,Eid al-Adha,true,false,0,0,29,7,3,2021
2021-07-26,false,false,,true,false,30,1,30,7,3,2021
2021-07-27,false,false,,true,false,29,2,30,7,3,2021
2021-07-28,false,false,,false,false,28,3,30,7,3,2021
2021-07-29,false,false,,false,false,27,4,30,7,3,2021
2021-07-30,true,false,,false,false,26,5,30,7,3,2021
2021-07-31,true,false,,false,false,25,6,30,7,3,2021
2021-08-01,false,false,,false,false,24,7,30,8,3,2021
2021-08-02,false,false,,false,false,23,8,31,8,3,2021
2021-08-03,false,false,,false,false,22,9,31,8,3,2021
2021-08-04,false,false,,false,false,21,10,31,8,3,2021
2021-08-05,false,false,,false,false,20,11,31,8,3,2021
2021-08-06,true,false,,false,false,19,12,31,8,3,2021
2021-08-07,true,false,,false,false,18,13,31,8,3,2021
2021-08-08,false,false,,false,false,17,14,31,8,3,2021
2021-08-09,false,false,,false,false,16,15,32,8,3,2021
2021-08-10,false,false,,false,false,15,16,32,8,3,2021
2021-08-11,false,false,,false,false,14,17,32,8,3,2021
2021-08-12,false,false,,false,false,13,18,32,8,3,2021
2021-08-13,true,false,,false,false,12,19,32,8,3,2021
2021-08-14,true,false,,false,false,11,20,32,8,3,2021
2021-08-15,false,false,,false,false,10,21,32,8,3,2021
2021-08-16,false,false,,false,false,9,22,33,8,3,2021
2021-08-17,false,false,,false,false,8,23,33,8,3,2021
2021-08-18,false,false,,false,false,7,24,33,8,3,2021
2021-08-19,false,false,,false,false,6,25,33,8,3,2021
2021-08-20,true,false,,true,false,5,26,33,8,3,2021
2021-08-21,true,false,,true,false,4,27,33,8,3,2021
2021-08-22,false,false,,true,false,3,28,33,8,3,2021
2021-08-23,false,false,,true,false,2,29,34,8,3,2021
2021-08-24,false,false,,true,false,1,30,34,8,3,2021
2021-08-25,false,false,,true,false,0,0,34,8,3,2021
2021-08-26,false,false,,true,false,30,1,34,8,3,2021
2021-08-27,true,false,,true,false,29,2,34,8,3,2021
2021-08-28,true,false,,false,false,28,3,34,8,3,2021
2021-08-29,false,false,,false,false,27,4,34,8,3,2021
2021-08-30,false,false,,false,false,26,5,35,8,3,2021
2021-08-31,false,false,,false,false,25,6,35,8,3,2021
2021-09-01,false,false,,false,false,24,7,35,9,3,2021
2021-09-02,false,false,,false,false,23,8,35,9,3,2021
2021-09-03,true,false,,false,false,22,9,35,9,3,2021
2021-09-04,true,false,,false,false,21,10,35,9,3,2021
2021-09-05,false,false,,false,false,20,11,35,9,3,2021
2021-09-06,false,false,,false,false,19,12,36,9,3,2021
2021-09-07,false,false,,false,false,18,13,36,9,3,2021
2021-09-08,false,false,,false,false,17,14,36,9,3,2021
2021-09-09,false,false,,false,false,16,15,36,9,3,2021
2021-09-10,true,false,,false,false,15,16,36,9,3,2021
2021-09-11,true,false,,false,false,14,17,36,9,3,2021
2021-09-12,false,false,,false,false,13,18,36,9,3,2021
2021-09-13,false,false,,false,false,12,19,37,9,3,2021
2021-09-14,false,false,,false,false,11,20,37,9,3,2021
2021-09-15,false,false,,false,false,10,21,37,9,3,2021
2021-09-16,false,false,,false,false,9,22,37,9,3,2021
2021-09-17,true,false,,false,false,8,23,37,9,3,2021
2021-09-18,true,false,,false,false,7,24,37,9,3,2021
2021-09-19,false,false,,false,false,6,25,37,9,3,2021
2021-09-20,false,false,,true,false,5,26,38,9,3,2021
2021-09-21,false,false,,true,false,4,27,38,9,3,2021
2021-09-22,false,false,,true,false,3,28,38,9,3,2021
2021-09-23,false,false,,true,false,2,29,38,9,3,2021
2021-09-24,true,false,,true,false,1,30,38,9,3,2021
2021-09-25,true,false,,true,false,0,0,38,9,3,2021
2021-09-26,false,false,,true,false,29,1,38,9,3,2021
2021-09-27,false,false,,true,false,28,2,39,9,3,2021
2021-09-28,false,false,,false,false,27,3,39,9,3,2021
2021-09-29,false,false,,false,false,26,4,39,9,3,2021
2021-09-30,false,false,,false,false,25,5,39,9,3,2021
2021-10-01,true,false,,false,false,24,6,39,10,4,2021
2021-10-02,true,false,,false,false,23,7,39,10,4,2021
2021-10-03,false,false,,false,false,22,8,39,10,4,2021
2021-10-04,false,false,,false,false,21,9,40,10,4,2021
2021-10-05,false,false,,false,false,20,10,40,10,4,2021
2021-10-06,false,false,,false,false,19,11,40,10,4,2021
2021-10-07,false,false,,false,false,18,12,40,10,4,2021
2021-10-08,true,false,,false,false,17,13,40,10,4,2021
2021-10-09,true,false,,false,false,16,14,40,10,4,2021
2021-10-10,false,false,,false,false,15,15,40,10,4,2021
2021-10-11,false,false,,false,false,14,16,41,10,4,2021
2021-10-12,false,false,,false,false,13,17,41,10,4,2021
2021-10-13,false,false,,false,false,12,18,41,10,4,2021
2021-10-14,false,false,,false,false,11,19,41,10,4,2021
2021-10-15,true,false,,false,false,10,20,41,10,4,2021
2021-10-16,true,false,,false,false,9,21,41,10,4,2021
2021-10-17,false,false,,false,false,8,22,41,10,4,2021
2021-10-18,false,false,,false,false,7,23,42,10,4,2021
2021-10-19,false,false,,false,false,6,24,42,10,4,2021
2021-10-20,false,false,,true,false,5,25,42,10,4,2021
2021-10-21,false,false,,true,false,4,26,42,10,4,2021
2021-10-22,true,false,,true,false,3,27,42,10,4,2021
2021-10-23,true,false,,true,false,2,28,42,10,4,2021
2021-10-24,false,false,,true,false,1,29,42,10,4,2021
2021-10-25,false,false,,true,false,0,0,43,10,4,2021
2021-10-26,false,false,,true,false,30,1,43,10,4,2021
2021-10-27,false,false,,true,false,29,2,43,10,4,2021
2021-10-28,false,false,,false,false,28,3,43,10,4,2021
2021-10-29,true,false,,false,false,27,4,43,10,4,2021
2021-10-30,true,false,,false,false,26,5,43,10,4,2021
2021-10-31,false,false,,false,false,25,6,43,10,4,2021
2021-11-01,false,false,,false,false,24,7,44,11,4,2021
2021-11-02,false,false,,false,false,23,8,44,11,4,2021
2021-11-03,false,false,,false,false,22,9,44,11,4,2021
2021-11-04,false,false,,false,false,21,10,44,11,4,2021
2021-11-05,true,false,,false,false,20,11,44,11,4,2021
2021-11-06,true,false,,false,false,19,12,44,11,4,2021
2021-11-07,false,false,,false,false,18,13,44,11,4,2021
2021-11-08,false,false,,false,false,17,14,45,11,4,2021
2021-11-09,false,false,,false,false,16,15,45,11,4,2021
2021-11-10,false,false,,false,false,15,16,45,11,4,2021
2021-11-11,false,false,,false,false,14,17,45,11,4,2021
2021-11-12,true,false,,false,false,13,18,45,11,4,2021
2021-11-13,true,false,,false,false,12,19,45,11,4,2021
2021-11-14,false,false,,false,false,11,20,45,11,4,2021
2021-11-15,false,false,,false,false,10,21,46,11,4,2021
2021-11-16,false,false,,false,false,9,22,46,11,4,2021
2021-11-17,false,false,,false,false,8,23,46,11,4,2021
2021-11-18,false,false,,false,false,7,24,46,11,4,2021
2021-11-19,true,false,,false,false,6,25,46,11,4,2021
2021-11-20,true,false,,true,false,5,26,46,11,4,2021
2021-11-21,false,false,,true,false,4,27,46,11,4,2021
2021-11-22,false,false,,true,false,3,28,47,11,4,2021
2021-11-23,false,false,,true,false,2,29,47,11,4,2021
2021-11-24,false,false,,true,false,1,30,47,11,4,2021
2021-11-25,false,false,,true,false,0,0,47,11,4,2021
2021-11-26,true,false,,true,false,29,1,47,11,4,2021
2021-11-27,true,false,,true,false,28,2,47,11,4,2021
2021-11-28,false,false,,false,false,27,3,47,11,4,2021
2021-11-29,false,false,,false,false,26,4,48,11,4,2021
2021-11-30,false,false,,false,false,25,5,48,11,4,2021
2021-12-01,false,false,,false,false,24,6,48,12,4,2021
2021-12-02,false,false,,false,false,23,7,48,12,4,2021
2021-12-03,true,false,,false,false,22,8,48,12,4,2021
2021-12-04,true,false,,false,false,21,9,48,12,4,2021
2021-12-05,false,false,,false,false,20,10,48,12,4,2021
2021-12-06,false,false,,false,false,19,11,49,12,4,2021
2021-12-07,false,false,,false,false,18,12,49,12,4,2021
2021-12-08,false,false,,false,false,17,13,49,12,4,2021
2021-12-09,false,false,,false,false,16,14,49,12,4,2021
2021-12-10,true,false,,false,false,15,15,49,12,4,2021
2021-12-11,true,false,,false,false,14,16,49,12,4,2021
2021-12-12,false,false,,false,false,13,17,49,12,4,2021
2021-12-13,false,false,,false,false,12,18,50,12,4,2021
2021-12-14,false,false,,false,false,11,19,50,12,4,2021
2021-12-15,false,false,,false,false,10,20,50,12,4,2021
2021-12-16,false,false,,false,false,9,21,50,12,4,2021
2021-12-17,true,false,,false,false,8,22,50,12,4,2021
2021-12-18,true,false,,false,false,7,23,50,12,4,2021
2021-12-19,false,false,,false,false,6,24,50,12,4,2021
2021-12-20,false,false,,true,false,5,25,51,12,4,2021
2021-12-21,false,false,,true,false,4,26,51,12,4,2021
2021-12-22,false,false,,true,false,3,27,51,12,4,2021
2021-12-23,false,false,,true,false,2,28,51,12,4,2021
2021-12-24,true,false,,true,false,1,29,51,12,4,2021
2021-12-25,true,false,,true,false,0,0,51,12,4,2021
2021-12-26,false,false,,true,false,30,1,51,12,4,2021
2021-12-27,false,false,,true,false,29,2,52,12,4,2021
2021-12-28,false,false,,false,false,28,3,52,12,4,2021
2021-12-29,false,false,,false,false,27,4,52,12,4,2021
2021-12-30,false,false,,false,false,26,5,52,12,4,2021
2021-12-31,true,false,,false,false,25,6,52,12,4,2021
2022-01-01,true,true,New Year’s Day,false,false,24,7,52,1,1,2022
2022-01-02,false,false,,false,false,23,8,52,1,1,2022
2022-01-03,false,false,,false,false,22,9,1,1,1,2022
2022-01-04,false,false,,false,false,21,10,1,1,1,2022
2022-01-05,false,false,,false,false,20,11,1,1,1,2022
2022-01-06,false,false,,false,false,19,12,1,1,1,2022
2022-01-07,true,false,,false,false,18,13,1,1,1,2022
2022-01-08,true,false,,false,false,17,14,1,1,1,2022
2022-01-09,false,false,,false,false,16,15,1,1,1,2022
2022-01-10,false,false,,false,false,15,16,2,1,1,2022
2022-01-11,false,false,,false,false,14,17,2,1,1,2022
2022-01-12,false,false,,false,false,13,18,2,1,1,2022
2022-01-13,false,false,,false,false,12,19,2,1,1,2022
2022-01-14,true,false,,false,false,11,20,2,1,1,2022
2022-01-15,true,false,,false,false,10,21,2,1,1,2022
2022-01-16,false,false,,false,false,9,22,2,1,1,2022
2022-01-17,false,false,,false,false,8,23,3,1,1,2022
2022-01-18,false,false,,false,false,7,24,3,1,1,2022
2022-01-19,false,false,,false,false,6,25,3,1,1,2022
2022-01-20,false,false,,true,false,5,26,3,1,1,2022
2022-01-21,true,false,,true,false,4,27,3,1,1,2022
2022-01-22,true,false,,true,false,3,28,3,1,1,2022
2022-01-23,false,false,,true,false,2,29,3,1,1,2022
2022-01-24,false,false,,true,false,1,30,4,1,1,2022
2022-01-25,false,false,,true,false,0,0,4,1,1,2022
2022-01-26,false,false,,true,false,30,1,4,1,1,2022
2022-01-27,false,false,,true,false,29,2,4,1,1,2022
2022-01-28,true,false,,false,false,28,3,4,1,1,2022
2022-01-29,true,false,,false,false,27,4,4,1,1,2022
2022-01-30,false,false,,false,false,26,5,4,1,1,2022
2022-01-31,false,false,,false,false,25,6,5,1,1,2022
2022-02-01,false,false,,false,false,24,7,5,2,1,2022
2022-02-02,false,false,,false,false,23,8,5,2,1,2022
2022-02-03,false,false,,false,false,22,9,5,2,1,2022
2022-02-04,true,false,,false,false,21,10,5,2,1,2022
2022-02-05,true,false,,false,false,20,11,5,2,1,2022
2022-02-06,false,false,,false,false,19,12,5,2,1,2022
2022-02-07,false,false,,false,false,18,13,6,2,1,2022
2022-02-08,false,false,,false,false,17,14,6,2,1,2022
2022-02-09,false,false,,false,false,16,15,6,2,1,2022
2022-02-10,false,false,,false,false,15,16,6,2,1,2022
2022-02-11,true,false,,false,false,14,17,6,2,1,2022
2022-02-12,true,false,,false,false,13,18,6,2,1,2022
2022-02-13,false,false,,false,false,12,19,6,2,1,2022
2022-02-14,false,false,,false,false,11,20,7,2,1,2022
2022-02-15,false,false,,false,false,10,21,7,2,1,2022
2022-02-16,false,false,,false,false,9,22,7,2,1,2022
2022-02-17,false,false,,false,false,8,23,7,2,1,2022
2022-02-18,true,false,,false,false,7,24,7,2,1,2022
2022-02-19,true,false,,false,false,6,25,7,2,1,2022
2022-02-20,false,false,,true,false,5,26,7,2,1,2022
2022-02-21,false,false,,true,false,4,27,8,2,1,2022
2022-02-22,false,false,,true,false,3,28,8,2,1,2022
2022-02-23,false,false,,true,false,2,29,8,2,1,2022
2022-02-24,false,false,,true,false,1,30,8,2,1,2022
2022-02-25,true,true,National Day,true,false,0,0,8,2,1,2022
2022-02-26,true,true,Liberation Day,true,false,27,1,8,2,1,2022
2022-02-27,false,false,,true,false,26,2,8,2,1,2022
2022-02-28,false,false,,false,false,25,3,9,2,1,2022
2022-03-01,false,false,,false,false,24,4,9,3,1,2022
2022-03-02,false,false,,false,false,23,5,9,3,1,2022
2022-03-03,false,false,,false,false,22,6,9,3,1,2022
2022-03-04,true,false,,false,false,21,7,9,3,1,2022
2022-03-05,true,false,,false,false,20,8,9,3,1,2022
2022-03-06,false,false,,false,false,19,9,9,3,1,2022
2022-03-07,false,false,,false,false,18,10,10,3,1,2022
2022-03-08,false,false,,false,false,17,11,10,3,1,2022
2022-03-09,false,false,,false,false,16,12,10,3,1,2022
2022-03-10,false,false,,false,false,15,13,10,3,1,2022
2022-03-11,true,false,,false,false,14,14,10,3,1,2022
2022-03-12,true,false,,false,false,13,15,10,3,1,2022
2022-03-13,false,false,,false,false,12,16,10,3,1,2022
2022-03-14,false,false,,false,false,11,17,11,3,1,2022
2022-03-15,false,false,,false,false,10,18,11,3,1,2022
2022-03-16,false,false,,false,false,9,19,11,3,1,2022
2022-03-17,false,false,,false,false,8,20,11,3,1,2022
2022-03-18,true,false,,false,false,7,21,11,3,1,2022
2022-03-19,true,false,,false,false,6,22,11,3,1,2022
2022-03-20,false,false,,true,false,5,23,11,3,1,2022
2022-03-21,false,false,,true,false,4,24,12,3,1,2022
2022-03-22,false,false,,true,false,3,25,12,3,1,2022
2022-03-23,false,false,,true,false,2,26,12,3,1,2022
2022-03-24,false,false,,true,false,1,27,12,3,1,2022
2022-03-25,true,false,,true,false,0,0,12,3,1,2022
2022-03-26,true,false,,true,false,30,1,12,3,1,2022
2022-03-27,false,false,,true,false,29,2,12,3,1,2022
2022-03-28,false,false,,false,false,28,3,13,3,1,2022
2022-03-29,false,false,,false,false,27,4,13,3,1,2022
2022-03-30,false,false,,false,false,26,5,13,3,1,2022
2022-03-31,false,false,,false,false,25,6,13,3,1,2022
2022-04-01,true,false,,false,false,24,7,13,4,2,2022
2022-04-02,true,false,,false,true,23,8,13,4,2,2022
2022-04-03,false,false,,false,true,22,9,13,4,2,2022
2022-04-04,false,false,,false,true,21,10,14,4,2,2022
2022-04-05,false,false,,false,true,20,11,14,4,2,2022
2022-04-06,false,false,,false,true,19,12,14,4,2,2022
2022-04-07,false,false,,false,true,18,13,14,4,2,2022
2022-04-08,true,false,,false,true,17,14,14,4,2,2022
2022-04-09,true,false,,false,true,16,15,14,4,2,2022
2022-04-10,false,false,,false,true,15,16,14,4,2,2022
2022-04-11,false,false,,false,true,14,17,15,4,2,2022
2022-04-12,false,false,,false,true,13,18,15,4,2,2022
2022-04-13,false,false,,false,true,12,19,15,4,2,2022
2022-04-14,false,false,,false,true,11,20,15,4,2,2022
2022-04-15,true,false,,false,true,10,21,15,4,2,2022
2022-04-16,true,false,,false,true,9,22,15,4,2,2022
2022-04-17,false,false,,false,true,8,23,15,4,2,2022
2022-04-18,false,false,,false,true,7,24,16,4,2,2022
2022-04-19,false,false,,false,true,6,25,16,4,2,2022
2022-04-20,false,false,,true,true,5,26,16,4,2,2022
2022-04-21,false,false,,true,true,4,27,16,4,2,2022
2022-04-22,true,false,,true,true,3,28,16,4,2,2022
2022-04-23,true,false,,true,true,2,29,16,4,2,2022
2022-04-24,false,false,,true,true,1,30,16,4,2,2022
2022-04-25,false,false,,true,true,0,0,17,4,2,2022
2022-04-26,false,false,,true,true,29,1,17,4,2,2022
2022-04-27,false,false,,true,true,28,2,17,4,2,2022
2022-04-28,false,false,,false,true,27,3,17,4,2,2022
2022-04-29,true,false,,false,true,26,4,17,4,2,2022
2022-04-30,true,false,,false,true,25,5,17,4,2,2022
2022-05-01,false,false,,false,true,24,6,17,5,2,2022
2022-05-02,false,true,Eid al-Fitr,false,false,23,7,18,5,2,2022
2022-05-03,false,true,Eid al-Fitr,false,false,22,8,18,5,2,2022
2022-05-04,false,true,Eid al-Fitr,false,false,21,9,18,5,2,2022
2022-05-05,false,false,,false,false,20,10,18,5,2,2022
2022-05-06,true,false,,false,false,19,11,18,5,2,2022
2022-05-07,true,false,,false,false,18,12,18,5,2,2022
2022-05-08,false,false,,false,false,17,13,18,5,2,2022
2022-05-09,false,false,,false,false,16,14,19,5,2,2022
2022-05-10,false,false,,false,false,15,15,19,5,2,2022
2022-05-11,false,false,,false,false,14,16,19,5,2,2022
2022-05-12,false,false,,false,false,13,17,19,5,2,2022
2022-05-13,true,false,,false,false,12,18,19,5,2,2022
2022-05-14,true,false,,false,false,11,19,19,5,2,2022
2022-05-15,false,false,,false,false,10,20,19,5,2,2022
2022-05-16,false,false,,false,false,9,21,20,5,2,2022
2022-05-17,false,false,,false,false,8,22,20,5,2,2022
2022-05-18,false,false,,false,false,7,23,20,5,2,2022
2022-05-19,false,false,,false,false,6,24,20,5,2,2022
2022-05-20,true,false,,true,false,5,25,20,5,2,2022
2022-05-21,true,false,,true,false,4,26,20,5,2,2022
2022-05-22,false,false,,true,false,3,27,20,5,2,2022
2022-05-23,false,false,,true,false,2,28,21,5,2,2022
2022-05-24,false,false,,true,false,1,29,21,5,2,2022
2022-05-25,false,false,,true,false,0,0,21,5,2,2022
2022-05-26,false,false,,true,false,30,1,21,5,2,2022
2022-05-27,true,false,,true,false,29,2,21,5,2,2022
2022-05-28,true,false,,false,false,28,3,21,5,2,2022
2022-05-29,false,false,,false,false,27,4,21,5,2,2022
2022-05-30,false,false,,false,false,26,5,22,5,2,2022
2022-05-31,false,false,,false,false,25,6,22,5,2,2022
2022-06-01,false,false,,false,false,24,7,22,6,2,2022
2022-06-02,false,false,,false,false,23,8,22,6,2,2022
2022-06-03,true,false,,false,false,22,9,22,6,2,2022
2022-06-04,true,false,,false,false,21,10,22,6,2,2022
2022-06-05,false,false,,false,false,20,11,22,6,2,2022
2022-06-06,false,false,,false,false,19,12,23,6,2,2022
2022-06-07,false,false,,false,false,18,13,23,6,2,2022
2022-06-08,false,false,,false,false,17,14,23,6,2,2022
2022-06-09,false,false,,false,false,16,15,23,6,2,2022
2022-06-10,true,false,,false,false,15,16,23,6,2,2022
2022-06-11,true,false,,false,false,14,17,23,6,2,2022
2022-06-12,false,false,,false,false,13,18,23,6,2,2022
2022-06-13,false,false,,false,false,12,19,24,6,2,2022
2022-06-14,false,false,,false,false,11,20,24,6,2,2022
2022-06-15,false,false,,false,false,10,21,24,6,2,2022
2022-06-16,false,false,,false,false,9,22,24,6,2,2022
2022-06-17,true,false,,false,false,8,23,24,6,2,2022
2022-06-18,true,false,,false,false,7,24,24,6,2,2022
2022-06-19,false,false,,false,false,6,25,24,6,2,2022
2022-06-20,false,false,,true,false,5,26,25,6,2,2022
2022-06-21,false,false,,true,false,4,27,25,6,2,2022
2022-06-22,false,false,,true,false,3,28,25,6,2,2022
2022-06-23,false,false,,true,false,2,29,25,6,2,2022
2022-06-24,true,false,,true,false,1,30,25,6,2,2022
2022-06-25,true,false,,true,false,0,0,25,6,2,2022
2022-06-26,false,false,,true,false,29,1,25,6,2,2022
2022-06-27,false,false,,true,false,28,2,26,6,2,2022
2022-06-28,false,false,,false,false,27,3,26,6,2,2022
2022-06-29,false,false,,false,false,26,4,26,6,2,2022
2022-06-30,false,false,,false,false,25,5,26,6,2,2022
2022-07-01,true,false,,false,false,24,6,26,7,3,2022
2022-07-02,true,false,,false,false,23,7,26,7,3,2022
2022-07-03,false,false,,false,false,22,8,26,7,3,2022
2022-07-04,false,false,,false,false,21,9,27,7,3,2022
2022-07-05,false,false,,false,false,20,10,27,7,3,2022
2022-07-06,false,false,,false,false,19,11,27,7,3,2022
2022-07-07,false,false,,false,false,18,12,27,7,3,2022
2022-07-08,true,false,,false,false,17,13,27,7,3,2022
2022-07-09,true,false,,false,false,16,14,27,7,3,2022
2022-07-10,false,false,,false,false,15,15,27,7,3,2022
2022-07-11,false,true,Eid al-Adha,false,false,14,16,28,7,3,2022
2022-07-12,false,true,Eid al-Adha,false,false,13,17,28,7,3,2022
2022-07-13,false,true,Eid al-Adha,false,false,12,18,28,7,3,2022
2022-07-14,false,true,Eid al-Adha,false,false,11,19,28,7,3,2022
2022-07-15,true,false,,false,false,10,20,28,7,3,2022
2022-07-16,true,false,,false,false,9,21,28,7,3,2022
2022-07-17,false,false,,false,false,8,22,28,7,3,2022
2022-07-18,false,false,,false,false,7,23,29,7,3,2022
2022-07-19,false,false,,false,false,6,24,29,7,3,2022
2022-07-20,false,false,,true,false,5,25,29,7,3,2022
2022-07-21,false,false,,true,false,4,26,29,7,3,2022
2022-07-22,true,false,,true,false,3,27,29,7,3,2022
2022-07-23,true,false,,true,false,2,28,29,7,3,2022
2022-07-24,false,false,,true,false,1,29,29,7,3,2022
2022-07-25,false,false,,true,false,0,0,30,7,3,2022
2022-07-26,false,false,,true,false,30,1,30,7,3,2022
2022-07-27,false,false,,true,false,29,2,30,7,3,2022
2022-07-28,false,false,,false,false,28,3,30,7,3,2022
2022-07-29,true,false,,false,false,27,4,30,7,3,2022
2022-07-30,true,false,,false,false,26,5,30,7,3,2022
2022-07-31,false,false,,false,false,25,6,30,7,3,2022
2022-08-01,false,false,,false,false,24,7,31,8,3,2022
2022-08-02,false,false,,false,false,23,8,31,8,3,2022
2022-08-03,false,false,,false,false,22,9,31,8,3,2022
2022-08-04,false,false,,false,false,21,10,31,8,3,2022
2022-08-05,true,false,,false,false,20,11,31,8,3,2022
2022-08-06,true,false,,false,false,19,12,31,8,3,2022
